"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2001","Craig Dingman","Rockies","0","0","1","7","0","7.1","2.45","3.68","4.91",".269","48.1 %"," "," ","13.50","11.64"," ","-0.5","318"
"2005","Tim Redding","- - -","0","6","0","10","7","30.2","5.58","4.99","2.05",".339","41.4 %","40.4 %","14.9 %","10.57","6.61","5.75","-0.5","573"
"2003","Joe Beimel","Pirates","1","3","0","69","0","62.1","6.06","4.76","1.01",".326","73.8 %","45.0 %","12.1 %","5.05","4.92","4.82","-0.5","979"
"2005","Darrell May","- - -","1","4","0","24","9","66.1","4.75","3.12","1.90",".317","65.3 %","41.5 %","14.7 %","6.78","5.75","4.98","-0.5","613"
"2005","Ricky Bottalico","Brewers","2","2","2","40","0","41.2","6.26","4.10","1.51",".279","74.3 %","48.1 %","14.9 %","4.54","5.40","4.77","-0.5","948"
"2008","Denny Bautista","- - -","4","4","0","51","0","60.1","6.56","6.27","0.90",".311","72.5 %","36.7 %","7.2 %","5.22","5.15","5.67","-0.5","1947"
"2008","Billy Sadler","Giants","0","1","0","33","0","44.1","8.53","5.48","1.22",".246","79.2 %","31.6 %","10.9 %","4.06","5.37","5.24","-0.5","6235"
"2001","Jeff Williams","Dodgers","2","1","0","15","1","24.1","3.33","6.29","1.85",".273","70.3 %"," "," ","6.29","7.20"," ","-0.5","674"
"2004","Logan Kensing","Marlins","0","3","0","5","3","13.2","4.61","5.93","3.29",".318","63.6 %","43.8 %","23.8 %","9.88","8.98","6.40","-0.5","6166"
"2002","Victor Zambrano","Devil Rays","8","8","1","42","11","114.0","5.76","5.37","1.18",".292","67.3 %","41.4 %","10.8 %","5.53","5.29","5.26","-0.5","1237"
"2002","Giovanni Carrara","Dodgers","6","3","1","63","1","90.2","5.56","3.18","1.39",".247","85.8 %","38.9 %","11.5 %","3.28","4.99","4.85","-0.5","643"
"2007","Tim Stauffer","Padres","0","1","0","2","2","7.2","7.04","7.04","5.87",".370","26.7 %","22.6 %","26.3 %","21.13","12.89","7.52","-0.5","6432"
"2002","Travis Phelps","Devil Rays","1","2","0","26","0","37.2","8.60","6.45","1.67",".245","80.5 %","26.0 %","13.2 %","4.78","6.02","5.55","-0.5","1221"
"2005","Rob Bell","Devil Rays","1","1","0","8","3","25.0","4.68","4.32","2.52",".358","66.4 %","41.2 %","18.9 %","8.28","7.30","5.70","-0.5","1492"
"2001","Jason Middlebrook","Padres","2","1","0","4","3","19.1","4.66","4.66","2.79",".207","87.4 %"," "," ","5.12","7.76"," ","-0.5","1048"
"2001","Rich Loiselle","Pirates","0","1","1","18","0","18.0","4.50","8.50","1.50",".368","55.8 %"," "," ","11.50","7.72"," ","-0.5","1007711"
"2004","John Riedling","Reds","5","3","0","70","0","77.2","5.33","4.64","1.16",".302","66.7 %","53.8 %","14.3 %","5.10","5.24","4.84","-0.5","1515"
"2003","Josias Manzanillo","Reds","0","2","0","9","0","10.2","10.13","3.38","5.91",".389","32.9 %","28.6 %","41.2 %","12.66","10.44","4.23","-0.5","996"
"2000","Jesus Pena","- - -","2","1","1","22","0","26.1","6.84","6.49","2.39",".276","75.9 %"," "," ","5.13","7.35"," ","-0.5","1010146"
"2000","Ruben Quevedo","Cubs","3","10","0","21","15","88.0","6.65","5.52","2.15",".273","58.3 %"," "," ","7.47","6.70"," ","-0.5","705"
"2007","Hector Carrasco","Angels","2","1","0","29","1","38.1","7.75","5.40","1.88",".295","59.9 %","43.4 %","17.0 %","6.57","6.11","4.93","-0.5","1240"
"2001","Rod Beck","Red Sox","6","4","6","68","0","80.2","7.03","3.12","1.67",".266","75.9 %"," "," ","3.90","5.06"," ","-0.5","1730"
"2005","Todd Wellemeyer","Cubs","2","1","1","22","0","32.1","8.91","6.12","1.95",".294","70.1 %","47.2 %","20.6 %","6.12","5.90","4.53","-0.5","1709"
"2007","Ryan Feierabend","Mariners","1","6","0","13","9","49.1","4.93","4.20","1.82",".366","65.1 %","34.6 %","12.5 %","8.03","6.42","5.82","-0.5","6336"
"2001","Lance Painter","- - -","1","1","0","23","0","29.0","6.21","5.59","2.17",".333","74.2 %"," "," ","6.52","6.77"," ","-0.5","1675"
"2008","Sean Burnett","Pirates","1","1","0","58","0","56.2","6.67","5.40","1.11",".298","74.5 %","47.9 %","12.7 %","4.76","5.16","4.83","-0.5","1886"
"2000","Eddie Guardado","Twins","7","4","9","70","0","61.2","7.59","3.65","2.04",".241","88.0 %"," "," ","3.94","5.66"," ","-0.5","727"
"2006","Mark Mulder","Cardinals","6","7","0","17","17","93.1","4.82","3.38","1.83",".327","63.3 %","54.7 %","24.7 %","7.14","6.01","4.52","-0.5","932"
"2007","Ray King","- - -","1","1","0","67","0","39.2","5.67","4.76","1.36",".256","75.6 %","40.8 %","13.0 %","4.76","5.68","5.17","-0.5","693"
"2007","Sean Henn","Yankees","2","2","0","29","1","36.2","6.87","6.63","1.47",".325","64.0 %","37.5 %","10.7 %","7.12","6.29","6.08","-0.5","2147"
"2002","Randy Flores","- - -","0","2","1","28","2","29.0","4.34","4.97","2.17",".330","67.1 %","45.6 %","24.1 %","7.45","7.10","5.35","-0.5","1446"
"2004","Kevin Jarvis","- - -","1","0","0","10","0","15.0","4.20","5.40","3.00",".368","60.7 %","35.0 %","21.7 %","10.80","8.25","6.09","-0.5","1037"
"2004","Jose Jimenez","Indians","1","7","8","31","0","36.1","5.20","3.47","1.49",".312","47.6 %","61.1 %","20.0 %","8.42","5.53","4.55","-0.5","435"
"2009","Saul Rivera","Nationals","1","3","0","30","0","38.1","4.93","3.29","1.64",".313","67.0 %","56.0 %","19.4 %","6.10","5.71","4.56","-0.5","2027"
"2004","Ricky Stone","- - -","2","2","0","43","0","51.2","6.62","2.79","1.92",".329","67.5 %","46.9 %","16.7 %","6.45","5.62","4.67","-0.5","576"
"2003","James Baldwin","Twins","0","1","1","10","0","15.0","4.20","2.40","3.60",".288","90.4 %","42.9 %","27.3 %","5.40","8.10","5.04","-0.5","1064"
"2002","Aaron Myette","Rangers","2","5","0","15","12","48.1","8.94","7.63","2.05",".371","56.5 %","28.3 %","15.9 %","10.06","6.85","5.87","-0.5","1263"
"2002","Jose Acevedo","Reds","4","2","0","6","5","23.2","5.32","4.56","3.04",".263","68.2 %","30.5 %","20.0 %","7.23","7.95","5.89","-0.5","307"
"2002","Juan Alvarez","Rangers","0","4","0","52","0","39.2","6.81","4.76","1.59",".250","75.2 %","34.2 %","14.6 %","4.76","5.56","4.94","-0.5","1432"
"2001","Brandon Kolb","Brewers","0","0","0","10","0","9.2","7.45","7.45","5.59",".323","51.3 %"," "," ","13.03","11.95"," ","-0.5","1007084"
"2001","Adrian Hernandez","Yankees","0","3","0","6","3","22.0","4.09","4.09","2.86",".129","98.8 %"," "," ","3.68","7.91"," ","-0.5","1504"
"2004","Danny Patterson","Tigers","0","4","2","37","0","41.2","5.18","3.46","1.51",".291","74.3 %","51.1 %","14.9 %","4.75","5.59","5.01","-0.5","485"
"2005","Cliff Bartosh","Cubs","0","2","0","19","0","19.2","6.86","5.03","3.20",".286","87.8 %","37.7 %","25.0 %","5.49","8.10","5.44","-0.5","1871"
"2001","Kent Bottenfield","Astros","2","5","1","13","9","52.0","6.75","2.77","2.77",".278","61.8 %"," "," ","6.40","6.59"," ","-0.5","1001226"
"2003","Robert Ellis","Rangers","1","1","0","4","4","18.1","3.93","4.91","3.44",".302","73.5 %","27.1 %","22.6 %","8.35","8.92","6.42","-0.5","649"
"2004","Pat Hentgen","Blue Jays","2","9","0","18","16","80.1","3.70","4.71","1.79",".266","60.7 %","37.1 %","13.4 %","6.95","6.53","6.05","-0.5","145"
"2000","Scott Kamieniecki","- - -","3","4","2","52","0","58.0","7.14","6.52","1.40",".318","71.0 %"," "," ","5.59","5.79"," ","-0.5","1006681"
"2000","Jeff Brantley","Phillies","2","7","23","55","0","55.1","9.27","4.72","1.95",".333","75.5 %"," "," ","5.86","5.57"," ","-0.5","1001358"
"2007","Scott Linebrink","- - -","5","6","1","71","0","70.1","6.40","3.20","1.54",".271","79.0 %","42.1 %","15.0 %","3.71","5.14","4.35","-0.5","564"
"2005","Brandon Lyon","Diamondbacks","0","2","14","32","0","29.1","5.22","3.07","1.84",".349","65.1 %","41.6 %","15.4 %","6.44","5.75","4.92","-0.5","1312"
"2009","Eddie Guardado","Rangers","1","2","0","48","0","38.1","4.70","3.52","1.88",".256","78.1 %","36.5 %","15.1 %","4.46","6.10","5.20","-0.5","727"
"2008","Kelvin Jimenez","Cardinals","0","0","0","15","0","24.0","4.12","5.62","1.87",".280","78.4 %","45.9 %","19.2 %","5.62","6.92","5.64","-0.5","2902"
"2000","Jeff Wallace","Pirates","2","0","0","38","0","35.2","6.81","8.58","1.26",".322","65.8 %"," "," ","7.07","6.64"," ","-0.5","1013550"
"2003","Luis Vizcaino","Brewers","4","3","0","75","0","62.0","8.85","3.63","2.32",".284","66.6 %","34.6 %","17.4 %","6.39","5.68","4.49","-0.5","714"
"2002","Shawn Chacon","Rockies","5","11","0","21","21","119.1","5.05","4.53","1.89",".257","68.2 %","42.9 %","16.2 %","5.73","6.25","5.31","-0.5","424"
"2002","Rick Bauer","Orioles","6","7","1","56","1","83.2","4.84","3.87","1.29",".276","77.4 %","48.7 %","15.6 %","3.98","5.19","4.60","-0.5","125"
"2000","Ron Mahay","- - -","1","1","0","23","2","41.1","6.97","5.44","2.18",".356","69.1 %"," "," ","7.19","6.55"," ","-0.5","290"
"2009","Ron Villone","Nationals","5","6","1","63","0","48.2","6.10","5.36","1.11",".304","78.3 %","38.6 %","9.1 %","4.25","5.25","5.43","-0.5","1010"
"2002","Steve Smyth","Cubs","1","3","0","8","7","26.0","5.54","3.46","3.12",".291","52.5 %","33.3 %","23.1 %","9.35","7.50","5.08","-0.5","1577"
"2003","Michael Gonzalez","Pirates","0","1","0","16","0","8.1","6.48","6.48","4.32",".136","81.1 %","28.0 %","30.8 %","7.56","9.99","6.03","-0.5","1794"
"2002","Jose Paniagua","Tigers","0","1","1","41","0","41.2","7.34","3.24","2.16",".310","70.4 %","30.9 %","14.3 %","5.83","5.75","4.95","-0.5","483"
"2008","Fernando Cabrera","Orioles","2","1","0","22","0","28.1","9.85","5.40","2.86",".307","85.2 %","23.8 %","20.5 %","5.40","6.87","4.79","-0.5","2105"
"2006","Esteban Yan","- - -","1","0","1","27","0","37.1","5.79","4.82","1.93",".222","67.0 %","43.0 %","18.2 %","5.54","6.33","5.21","-0.5","1236"
"2006","Josh Towers","Blue Jays","2","10","0","15","12","62.0","5.08","2.47","2.47",".341","57.2 %","39.0 %","17.9 %","8.42","6.55","5.14","-0.5","1489"
"2004","Matt Mantei","Diamondbacks","0","3","4","12","0","10.2","10.97","5.06","4.22",".387","50.0 %","25.7 %","29.4 %","11.81","8.39","4.56","-0.5","64"
"2008","Mike O'Connor","Nationals","1","1","0","5","1","9.0","4.00","11.00","3.00",".267","50.6 %","36.7 %","25.0 %","13.00","10.24","7.67","-0.5","6457"
"2000","Darwin Cubillan","- - -","1","0","0","20","0","33.1","7.29","6.75","2.43",".391","64.2 %"," "," ","9.45","7.36"," ","-0.5","771"
"2001","Jesus Colome","Devil Rays","2","3","0","30","0","48.2","5.73","4.62","1.48",".203","79.6 %"," "," ","3.33","5.58"," ","-0.5","1198"
"2006","Kirk Saarloos","Athletics","7","7","2","35","16","121.1","3.86","3.93","1.41",".309","75.7 %","54.0 %","17.1 %","4.75","5.71","4.96","-0.5","1516"
"2009","Chris Smith","Brewers","0","0","0","35","0","46.0","6.85","3.72","2.15",".227","88.2 %","31.7 %","15.1 %","4.11","6.12","5.09","-0.5","4544"
"2001","Bill Pulsipher","- - -","0","0","0","37","0","30.0","6.00","6.30","1.50",".320","69.8 %"," "," ","6.00","6.28"," ","-0.5","842"
"2001","Randy Keisler","Yankees","1","2","0","10","10","50.2","6.39","6.04","2.13",".260","72.3 %"," "," ","6.22","6.72"," ","-0.5","830"
"2003","Jeff Austin","Reds","2","3","0","7","7","28.1","6.99","6.67","2.86",".238","60.4 %","20.7 %","17.0 %","8.58","7.83","6.43","-0.5","587"
"2003","Ryan Jensen","Giants","0","0","0","6","2","13.1","2.03","3.38","4.05",".306","59.1 %","34.0 %","27.3 %","10.80","9.78","6.34","-0.5","1117"
"2004","Justin Wayne","Marlins","3","3","0","19","1","32.2","5.51","4.96","1.65",".284","66.5 %","47.7 %","16.7 %","5.79","6.05","5.23","-0.5","803"
"2009","Tim Byrdak","Astros","1","2","0","76","0","61.1","8.51","5.28","1.47",".188","85.9 %","41.6 %","13.9 %","3.23","5.23","4.65","-0.5","1995"
"2003","Matt Roney","Tigers","1","9","0","45","11","100.2","4.20","4.29","1.52",".255","66.8 %","37.0 %","12.1 %","5.45","5.84","5.68","-0.5","1670"
"2008","Dave Borkowski","Astros","0","2","0","26","0","36.0","6.00","3.50","2.25",".360","69.2 %","39.2 %","17.0 %","7.50","6.30","4.99","-0.5","2002"
"2005","Ezequiel Astacio","Astros","3","6","0","22","14","81.0","7.33","2.78","2.56",".307","74.6 %","36.3 %","18.5 %","5.67","6.04","4.46","-0.5","2169"
"2001","Ken Hill","Devil Rays","0","1","0","5","0","7.1","2.45","6.14","4.91",".231","48.1 %"," "," ","12.27","12.05"," ","-0.5","1005827"
"2008","Renyel Pinto","Marlins","2","5","0","67","0","64.2","7.79","5.43","1.25",".244","75.2 %","46.0 %","14.1 %","4.45","5.20","4.70","-0.5","2180"
"2003","Leo Estrella","Brewers","7","3","3","58","0","66.0","3.41","2.86","1.36",".281","78.8 %","52.3 %","15.9 %","4.36","5.33","4.76","-0.5","277"
"2000","Stan Belinda","- - -","1","3","1","56","0","46.2","9.84","4.24","2.70",".315","59.6 %"," "," ","7.71","6.46"," ","-0.5","1000792"
"2003","Esteban Yan","- - -","2","1","1","54","0","66.2","7.16","3.11","1.76",".333","68.9 %","44.4 %","18.6 %","6.35","5.33","4.32","-0.5","1236"
"2008","Greg Reynolds","Rockies","2","8","0","14","13","62.0","3.19","3.77","2.03",".303","58.9 %","45.1 %","17.7 %","8.13","6.81","5.55","-0.5","5712"
"2006","Brian Meadows","Devil Rays","3","6","8","53","0","69.2","4.52","1.94","1.81",".308","72.6 %","38.1 %","12.4 %","5.17","5.40","5.07","-0.5","998"
"2002","Corey Thurman","Blue Jays","2","3","0","43","1","68.0","7.41","5.96","1.46",".276","80.8 %","31.7 %","11.7 %","4.37","5.49","5.30","-0.5","1324"
"2005","Ricardo Rincon","Athletics","1","1","0","67","0","37.1","6.51","4.82","1.69",".252","79.7 %","42.7 %","16.7 %","4.34","5.70","4.81","-0.5","401"
"2007","Virgil Vasquez","Tigers","0","1","0","5","3","16.2","3.78","2.70","3.78",".328","73.3 %","37.3 %","25.9 %","8.64","8.94","5.51","-0.5","6124"
"2000","Eric Weaver","Angels","0","2","0","17","0","18.1","3.93","7.85","2.45",".238","69.0 %"," "," ","6.87","8.43"," ","-0.5","1013695"
"2003","Giovanni Carrara","Mariners","2","0","0","23","0","29.0","4.03","4.34","1.86",".333","71.4 %","41.5 %","15.4 %","6.83","6.48","5.75","-0.5","643"
"2000","Doug Henry","- - -","4","4","1","72","0","78.1","7.12","5.63","1.38",".216","79.4 %"," "," ","3.79","5.57"," ","-0.6","1005668"
"2003","Ruben Quevedo","Brewers","1","4","0","9","8","42.2","4.01","4.85","2.53",".289","74.3 %","30.9 %","17.1 %","6.75","7.41","6.15","-0.6","705"
"2003","Steve Parris","Devil Rays","0","3","0","10","7","43.2","2.89","2.68","2.47",".298","73.0 %","33.5 %","16.9 %","6.18","6.86","5.65","-0.6","1316"
"2003","Brandon Villafuerte","Padres","0","2","2","31","0","40.2","7.52","5.75","1.55",".274","82.5 %","49.6 %","16.3 %","4.20","5.74","5.04","-0.6","1059"
"2000","Gene Stechschulte","Cardinals","1","0","0","20","0","25.2","4.21","5.96","2.10",".222","58.3 %"," "," ","6.31","7.23"," ","-0.6","1184"
"2000","Orel Hershiser","Dodgers","1","5","0","10","6","24.2","4.74","5.11","1.82",".398","51.7 %"," "," ","13.14","7.76"," ","-0.6","1005741"
"2005","Chad Harville","- - -","0","3","0","45","0","45.1","7.15","5.36","1.59",".276","76.8 %","46.6 %","18.2 %","4.76","5.84","4.89","-0.6","915"
"2002","Denny Stark","Rockies","11","4","0","32","20","128.1","4.49","4.49","1.75",".210","76.1 %","40.0 %","14.2 %","4.00","6.11","5.48","-0.6","452"
"2007","Arnie Munoz","Nationals","0","0","0","13","0","5.1","5.06","11.81","3.38",".222","90.2 %","36.8 %","28.6 %","6.75","12.05","8.82","-0.6","2111"
"2000","Pedro Borbon","Blue Jays","1","1","1","59","0","41.2","6.26","8.21","1.08",".294","63.0 %"," "," ","6.48","6.40"," ","-0.6","1289"
"2008","Todd Jones","Tigers","4","1","18","45","0","41.2","3.02","3.89","1.08",".296","64.6 %","43.2 %","9.8 %","4.97","5.60","5.66","-0.6","436"
"2002","Gary Knotts","Marlins","3","1","0","28","0","30.2","6.16","4.70","1.76",".181","77.7 %","46.1 %","16.2 %","4.40","5.80","4.93","-0.6","1428"
"2001","C.J. Nitkowski","- - -","1","3","0","61","0","51.0","7.41","6.00","1.24",".307","75.7 %"," "," ","4.94","5.48"," ","-0.6","570"
"2003","Scott Sauerbeck","- - -","3","5","0","79","0","56.2","7.94","6.83","0.95",".263","70.4 %","56.3 %","15.4 %","4.76","5.18","4.81","-0.6","1007"
"2004","Travis Smith","Braves","2","3","0","16","4","40.2","5.75","2.66","2.66",".279","74.7 %","46.8 %","24.0 %","6.20","6.57","4.48","-0.6","1522"
"2000","Kent Mercker","Angels","1","3","0","21","7","48.1","5.59","5.40","2.23",".296","74.4 %"," "," ","6.52","7.04"," ","-0.6","439"
"2002","Luke Prokopec","Blue Jays","2","9","0","22","12","71.2","5.15","3.14","2.39",".291","68.1 %","33.0 %","15.6 %","6.78","6.60","5.51","-0.6","1320"
"2004","Carlos Hernandez","Astros","1","3","0","9","9","42.0","5.57","4.93","2.36",".289","75.1 %","36.4 %","18.0 %","6.43","7.22","5.87","-0.6","560"
"2004","Jason Christiansen","Giants","4","3","3","60","0","36.0","5.50","6.50","0.75",".274","73.1 %","52.2 %","8.8 %","4.50","5.33","5.59","-0.6","1111"
"2003","Mike Williams","- - -","1","7","28","68","0","63.0","5.57","5.86","0.71",".290","64.4 %","49.3 %","9.3 %","6.14","4.97","5.19","-0.6","1014"
"2000","Carlos Reyes","- - -","1","3","1","22","0","28.1","5.40","4.13","2.22",".217","71.9 %"," "," ","5.72","6.63"," ","-0.6","1721"
"2004","Mike Matthews","Reds","2","1","0","35","0","30.0","4.50","4.80","2.10",".247","68.9 %","38.6 %","17.5 %","6.30","6.88","5.74","-0.6","1170"
"2001","Rick Ankiel","Cardinals","1","2","0","6","6","24.0","10.13","9.38","2.63",".290","74.1 %"," "," ","7.13","8.09"," ","-0.6","1142"
"2009","Cesar Carrillo","Padres","1","2","0","3","3","10.1","3.48","10.45","3.48",".316","61.5 %","40.5 %","19.0 %","13.06","11.42","9.06","-0.6","4697"
"2009","B.J. Ryan","Blue Jays","1","1","2","25","0","20.2","5.66","7.40","2.18",".288","75.8 %","34.9 %","15.6 %","6.53","7.60","6.48","-0.6","168"
"2002","Jason Boyd","Padres","1","0","0","23","0","28.1","5.72","4.76","1.91",".293","48.0 %","45.3 %","18.2 %","7.94","6.03","4.89","-0.6","1020"
"2005","Braden Looper","Mets","4","7","28","60","0","59.1","4.10","3.34","1.06",".276","74.2 %","51.2 %","12.1 %","3.94","5.01","4.82","-0.6","526"
"2006","Runelvys Hernandez","Royals","6","10","0","21","21","109.2","4.10","3.94","1.81",".322","66.6 %","38.6 %","14.6 %","6.48","6.32","5.65","-0.6","1528"
"2008","Matt Guerrier","Twins","6","9","1","76","0","76.1","6.96","4.36","1.41",".305","71.0 %","46.7 %","14.0 %","5.19","5.08","4.53","-0.6","2061"
"2008","Wade LeBlanc","Padres","1","3","0","5","4","21.1","5.91","6.33","2.95",".324","73.1 %","41.1 %","25.9 %","8.02","8.19","5.60","-0.6","5221"
"2004","Wayne Franklin","Giants","2","1","0","43","2","50.2","7.11","3.91","1.95",".291","66.6 %","41.3 %","17.5 %","6.39","5.77","4.72","-0.6","557"
"2009","Collin Balester","Nationals","1","4","0","7","7","30.1","5.93","4.15","2.97",".264","70.6 %","36.6 %","21.3 %","6.82","7.45","5.20","-0.6","6883"
"2005","Troy Percival","Tigers","1","3","8","26","0","25.0","7.20","3.96","2.52",".179","72.1 %","27.4 %","16.3 %","5.76","6.62","5.35","-0.6","29"
"2000","Brian Williams","- - -","1","1","1","29","0","42.1","4.25","6.59","1.28",".317","64.4 %"," "," ","7.23","6.51"," ","-0.6","1013978"
"2003","Damian Moss","- - -","10","12","0","31","29","165.2","4.29","5.00","1.30",".288","73.0 %","43.0 %","12.1 %","5.16","5.83","5.69","-0.6","107"
"2000","Rick Aguilera","Cubs","1","2","29","54","0","47.2","7.17","3.40","2.08",".259","76.5 %"," "," ","4.91","5.92"," ","-0.6","1000086"
"2002","Cory Bailey","Royals","3","4","1","37","0","46.0","4.70","6.07","0.98",".322","78.5 %","56.3 %","16.7 %","4.11","5.48","4.97","-0.6","588"
"2006","Jason Vargas","Marlins","1","2","0","12","5","43.0","5.23","6.28","1.88",".283","63.0 %","32.0 %","11.7 %","7.33","7.08","6.87","-0.6","8044"
"2000","Calvin Maduro","Orioles","0","0","0","15","2","23.1","6.94","6.17","3.09",".304","61.5 %"," "," ","9.64","8.36"," ","-0.6","151"
"2009","David Weathers","- - -","4","6","1","68","0","62.0","5.37","4.06","1.45",".226","78.3 %","44.2 %","13.0 %","3.92","5.45","4.99","-0.6","902"
"2008","Jason Jennings","Rangers","0","5","0","6","6","27.1","3.95","5.93","2.63",".281","63.1 %","46.1 %","21.1 %","8.56","8.14","6.17","-0.6","434"
"2000","Pat Mahomes","Mets","5","3","0","53","5","94.0","7.28","6.32","1.44",".289","70.6 %"," "," ","5.46","5.76"," ","-0.6","291"
"2009","Luis Perdomo","Padres","1","0","0","35","0","60.0","8.25","5.10","1.65",".274","72.8 %","52.3 %","21.2 %","4.80","5.35","4.10","-0.6","5380"
"2002","Eddie Oropesa","Diamondbacks","2","0","0","32","0","25.1","6.39","5.33","2.13",".363","54.6 %","47.8 %","21.4 %","10.30","6.63","5.08","-0.6","69"
"2001","Armando Reynoso","Diamondbacks","1","6","0","9","9","46.2","2.89","2.51","2.51",".278","75.7 %"," "," ","5.98","7.12"," ","-0.6","72"
"2006","Roberto Novoa","Cubs","2","1","0","66","0","76.0","6.28","3.79","1.78",".270","72.3 %","42.6 %","15.8 %","4.26","5.82","5.01","-0.6","2217"
